,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,US,UK,DE,AU,JP,AT,BE,CA,CH,ES,FR,ID,IN,IT,MX,NL,RU,TH,TR,ZA,AE,BR,CO,DK,HK,IE,LU,MY,NO,NZ,PH,PL,SE,SG,TW,AR,CL,CR,CZ,EC,EE,EG,FI,GR,GT,HU,IL,KE,KZ,LB,LT,NG,PE,PT,RO,SA,SI,SK,UA,VN,DATE
486,87,+25,ROF-MAO - DiVE N,2,87,,1629,153,0.003,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
487,88,-1,Roland Kaiser - Mein Geheimnis,12,48,,1627,-64,0.021,,,23.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
488,89,-9,Ac/Dc - Thunderstruck,431,21,,1619,-163,2.66,76.0,88.0,,161.0,,,,81.0,63.0,,,,,,,,,,,,,,,,,,,,,7.0,,90.0,,,,,44.0,,,,,,,,,,,,,,,,,,40.0,,42.0,,,,2024-07-02
489,90,+29,Luke Combs - Fast Car,463,10,,1617,223,1.613,68.0,,,33.0,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
490,91,+5,Creepy Nuts - Bling-Bang-Bang-Born,178,5,,1567,-49,0.487,,,,,4.0,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
491,92,-48,KISS OF LIFE - Sticky,3,44,,1565,-1487,0.006,192.0,,,,103.0,,,181.0,,,,60.0,,,,,,11.0,,,,,,,59.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,113.0,,,,,,,39.0,2024-07-02
492,93,-30,Peter Schilling - Major Tom,38,48,,1538,-585,0.152,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
493,94,+47,Slimane - Mon amour,126,7,,1525,258,0.351,,,,,,,49.0,,35.0,,16.0,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
494,95,-19,Coldplay - Adventure of a Lifetime,343,2,(x2),1523,-343,4.194,,26.0,,,,,,,,,111.0,162.0,,133.0,177.0,,,,,,,,,,,,,,,,,124.0,,,,51.0,50.0,,,,,46.0,,,,,36.0,,,,41.0,,36.0,,52.0,,36.0,,,,2024-07-02
495,96,+131,Natasha Bedingfield - Unwritten,184,14,,1511,642,0.551,,121.0,62.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
496,97,-41,Dua Lipa - Houdini,234,1,(x14),1498,-974,1.812,,38.0,73.0,,,,,59.0,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
497,98,+18,"SDP, Sido & Esther Graf - Mama hat gesagt",61,40,,1494,64,0.109,,,24.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
498,99,+14,Da-iCE - I wonder,74,99,,1479,29,0.095,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
499,100,+20,Zaho de Sagazan - La symphonie des Ã©clairs,113,62,,1473,82,0.265,,,,,,,25.0,,77.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
500,101,+82,BENNETT - Vois sur ton chemin,330,15,,1472,425,1.064,,,42.0,,,,47.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
501,102,+4,Tananai & Annalisa - STORIE BREVI,27,76,,1457,-64,0.039,,,,,,,,,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
502,103,-5,Laback & Alexis Carlier - Titanic x My Heart Will Go On,7,84,,1450,-149,0.011,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
503,104,+22,Mrs. Green Apple - Lilac,80,92,,1450,109,0.11,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
504,105,-37,Taylor Swift - Shake It Off,906,1,(x47),1434,-578,8.227,,67.0,,87.0,,29.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
505,106,+2,Koe Wetzel & Jessie Murph - High Road,26,36,,1428,-78,0.058,29.0,,,96.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
506,107,+44,Billie Eilish - What Was I Made For,356,2,(x1),1421,184,1.923,,,,127.0,,,,,,,,12.0,,,,,,92.0,,,,,,,,,,11.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
507,108,+3,"Daft Punk, Pharrell Williams & Nile Rodgers - Get Lucky",331,46,,1420,-76,0.515,,,,,,,,,,,,184.0,,,138.0,,,,,,64.0,83.0,6.0,,,,,140.0,,,87.0,65.0,,,,3.0,7.0,4.0,52.0,5.0,44.0,53.0,,,5.0,,56.0,,,10.0,35.0,,8.0,31.0,53.0,,27.0,47.0,,,2024-07-02
508,109,-20,Noah Kahan - Stick Season,238,10,,1415,-271,0.914,123.0,40.0,,132.0,,,,85.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
509,110,-10,Tommy Richman - DEVIL IS A LIE,12,83,,1412,-160,0.021,43.0,167.0,,72.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,2024-07-02
510,111,+51,Miley Cyrus - Party In the U.S.A.,75,80,,1412,241,0.579,26.0,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
511,112,+114,Purple Disco Machine & ÃSDÃS - Beat Of Your Heart,153,17,,1398,527,0.464,,,72.0,,,,15.0,,,,,,,199.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
512,113,NEW,"Hatsuboshi Gakuen, Mao Arimura, Sumika Shiun & Rinami Himesaki - Kimi to Semi Blue",1,113,,1395,726,0.002,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
513,114,-43,Eclipse - Sudden Shower,70,29,,1370,-623,0.165,,,,,,,,,,,,3.0,,,,,,46.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
514,115,+9,Southern All Stars - Koi no Boogie-Woogie Night,9,86,,1368,0,0.014,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
515,116,+18,suis from Yorushika - Wakamonono Subete,13,85,,1363,54,0.018,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
516,117,+29,The Weeknd - Blinding Lights,1406,1,(x57),1351,108,9.688,,87.0,,81.0,,,,,65.0,,104.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,2024-07-02
517,118,+21,Omoinotake - Ikuokukonen,142,94,,1341,51,0.197,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
518,119,+12,OneRepublic - Nobody,56,34,,1328,14,0.096,,,,,30.0,,,,,,,62.0,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
519,120,-6,Red Velvet - Cosmic,9,18,,1320,-122,0.022,,,,,,,,,,,,9.0,,,,,,27.0,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2024-07-02
520,121,+28,tuki. - Bansanka,232,81,,1315,74,0.332,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
521,122,+10,Mori Calliope - Go-Getters,6,54,,1315,1,0.01,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
522,123,+116,Ofenbach - Overdrive,263,7,,1306,486,1.075,,,59.0,,,,,,18.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,2024-07-02
523,124,+9,Morgan Wallen - Cowgirls,53,97,,1298,-15,0.16,20.0,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
524,125,-21,NewJeans - Bubble Gum,34,26,,1296,-254,0.08,,,,,23.0,,,,,,,,,,,,,150.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
525,126,-3,Keith Urban - WILDSIDE,5,93,,1295,-88,0.007,,,,25.0,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
526,127,+37,Lady Gaga & Bradley Cooper - Shallow,2023,1,(x154),1294,131,12.344,,,71.0,,,,,138.0,,,55.0,,,131.0,,,,,,,,,,,,,,138.0,,,,67.0,,,,,,,36.0,,40.0,132.0,,49.0,,34.0,,,,,20.0,,,44.0,,,13.0,21.0,61.0,,2024-07-02
527,128,+61,Ariana Grande - we can't be friends,116,1,(x1),1291,271,0.58,135.0,,,94.0,,,,101.0,,,,27.0,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
528,129,+26,Tokio Hotel - Home,5,83,,1286,83,0.006,,,28.0,,,,83.0,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,2024-07-02
529,130,+10,Nickelback - Photograph,4,117,,1282,11,0.128,67.0,,,78.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
530,131,+11,Camila Cabello - HOT UPTOWN,5,44,,1276,11,0.01,66.0,,,,,,,78.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
531,132,+27,YUNGBLUD - Abyss,23,74,,1268,82,0.059,,,,,37.0,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
532,133,-81,NCT WISH - Songbird,4,52,,1267,-1253,0.008,,,,,80.0,,,,,,,68.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2024-07-02
533,134,+4,Kontra K - Erfolg ist kein GlÃ¼ck,13,71,,1265,-25,0.098,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
534,135,-7,Dua Lipa - Illusion,71,5,,1260,-61,0.225,141.0,35.0,,146.0,,,,161.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
535,136,-15,Daft Punk - Get Lucky,2032,1,(x68),1257,-129,10.576,,,,,,166.0,,,,156.0,,,,,,,,,,,,82.0,8.0,114.0,,121.0,33.0,,108.0,,,,,,,17.0,21.0,,,12.0,25.0,,104.0,44.0,23.0,44.0,47.0,,71.0,,19.0,,57.0,25.0,47.0,,12.0,,,,2024-07-02
536,137,-58,Kelsea Ballerini & Noah Kahan - Cowboys Cry Too,5,34,,1249,-564,0.012,39.0,,,98.0,,,,118.0,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
537,138,+33,CÃ©line Dion - Love Again,13,12,,1244,107,0.042,129.0,85.0,,,,,,36.0,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
538,139,+24,Kocchi No Kento - Hai Yorokonde,6,133,,1241,71,0.013,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
539,140,+81,ZICO - SPOT,59,1,(x1),1231,351,0.174,,,,,,,,,,,,25.0,,,,,,50.0,,,,,,,25.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
540,141,NEW,BABYMONSTER - LIKE THAT,61,58,,1230,479,0.11,,,,,,,,,,,,48.0,,,,,,15.0,,,,,,,49.0,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
541,142,-49,Nickelback - Rockstar,56,54,,1228,-412,0.313,53.0,150.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
542,143,+22,Bankzitters - Huisfeestje,24,100,,1222,60,0.032,,,,,,,20.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
543,144,+13,"Kenshi Yonezu - Sayonara, Mata Itsuka - Sayonara",87,61,,1217,24,0.127,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
544,145,+2,Roxy Dekker - Sugardaddy,87,100,,1208,-33,0.113,,,,,,,12.0,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
545,146,+26,Cody Johnson - Dirt Cheap,27,106,,1201,68,0.12,23.0,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
546,147,+65,"Orville Peck, Kylie Minogue & Diplo - Midnight Ride",25,6,,1193,284,0.075,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
547,148,+26,Mrs. GREEN APPLE - Columbus,22,80,,1193,68,0.03,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
548,149,NEW,ISAAK - Always on the run,43,39,,1178,558,0.139,,,36.0,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
549,150,-21,Eddie Vedder - Save It For Later,6,43,,1171,-149,0.012,28.0,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
550,151,-34,TOGENASHITOGEARI - Iâm here,5,62,,1170,-247,0.008,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
551,152,+18,Joost - Europapa,122,24,,1159,16,0.239,,,,,,,17.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
552,153,+7,Adele - Rolling In the Deep,2620,1,(x1),1158,-25,16.935,,,,,,,,,,149.0,,,182.0,,,,58.0,,,,,,,123.0,130.0,,,115.0,95.0,,102.0,72.0,183.0,67.0,,,,,41.0,,41.0,,86.0,35.0,,29.0,41.0,,80.0,,22.0,,,20.0,35.0,,7.0,44.0,,151.0,2024-07-02
553,154,-11,Adele - Someone Like You,2897,1,(x51),1157,-103,16.263,,,,169.0,,,,,,148.0,,,,,,,,,,,,,,112.0,121.0,,20.0,69.0,91.0,,,70.0,187.0,,,,,,48.0,,32.0,,93.0,37.0,,36.0,37.0,41.0,,32.0,18.0,105.0,,19.0,26.0,42.0,6.0,,,150.0,2024-07-02
554,155,-1,Jelly Roll - Save Me,417,35,,1154,-55,0.812,35.0,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
555,156,NEW,"TWS - If Iâm S, Can You Be My N",4,45,,1151,396,0.012,,,,,,,,,,,,50.0,,,,,,72.0,,,,,,,46.0,,,16.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2024-07-02
556,157,-20,Dua Lipa - Be the One,225,23,,1148,-142,1.742,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
557,158,+10,"Aimyon - Wish I could see you, but",53,72,,1148,0,0.074,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
558,159,+25,Morgan Wallen - Last Night,506,14,,1142,97,1.552,64.0,,,85.0,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
559,160,+59,GIMS & DYSTINCT - SPIDER,12,99,,1128,244,0.044,,,,,,,56.0,,99.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
560,161,NEW,Andreas Bourani - Auf uns,32,79,,1124,455,0.997,,,44.0,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
561,162,-1,Bruno Mars - When I Was Your Man,726,3,(x5),1118,-55,7.27,,,,,,,,,,,,156.0,,,143.0,,,,,,,81.0,33.0,132.0,150.0,127.0,,,123.0,135.0,64.0,,,58.0,,22.0,19.0,9.0,,7.0,,,,,10.0,,,50.0,,21.0,,,10.0,39.0,103.0,,,,,,2024-07-02
562,163,NEW,Ð¢Ð°ÑÑÑÐ½Ð° ÐÑÑÑÑÐºÐ¾Ð²Ð° - ÐÐ°ÑÑÑÐºÐ°,1,163,,1106,337,0.121,,,,,,48.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
563,164,-89,Coldplay - The Scientist,48,50,,1104,-782,1.703,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
564,165,-58,INI - LOUD,12,94,,1104,-404,0.018,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
565,166,-96,Coldplay - Paradise,828,2,(x8),1100,-894,7.799,,24.0,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,111.0,,,,,,,,2024-07-02
566,167,-31,Gigi D'Agostino - L'amour Toujours,38,27,,1098,-197,0.305,,,29.0,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
567,168,-41,Alvaro Soler - Te Imaginaba,3,69,,1087,-253,0.006,,,53.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
568,169,-25,Joost - Luchtballon,28,55,,1087,-167,0.041,,,,,,,11.0,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
569,170,-4,Taylor Swift - Anti-Hero,563,1,(x4),1086,-67,3.065,149.0,76.0,110.0,186.0,,,,146.0,,,,,,,,,,153.0,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
570,171,+24,Sia - Chandelier,1348,3,(x2),1084,105,8.59,,,,,,,,,,165.0,,178.0,,,168.0,,,,,199.0,,,67.0,,,,,93.0,116.0,,104.0,83.0,,70.0,,18.0,26.0,22.0,60.0,,28.0,79.0,158.0,,,,32.0,48.0,,12.0,38.0,19.0,75.0,,50.0,51.0,24.0,,64.0,,2024-07-02
571,172,+5,"Majestic, The Jammin Kid & CÃ©line Dion - Set My Heart On Fire",50,19,,1080,-2,0.088,,23.0,,,,,,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
572,173,-17,Moneybagg Yo - WHISKEY WHISKEY,19,55,,1078,-119,0.029,25.0,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
573,174,-91,The Kolors - Italodisco,350,16,,1072,-664,1.008,,,,,,12.0,,,,,,,,39.0,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
574,175,+57,Chris Stapleton & Dua Lipa - Think I'm In Love with You,33,23,,1067,214,0.068,60.0,,,,,,,169.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
575,176,+52,Elettra Lamborghini & Shade - DIRE FARE BACIARE,3,160,,1063,199,0.013,,,,,,,,,15.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
576,177,NEW,YOASOBI - Idol,304,21,,1054,360,0.692,,,,,42.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
577,178,+18,Marco Schuitmaker - Engelbewaarder,288,82,,1046,70,0.617,,,,,,,18.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
578,179,+1,GloRilla - TGIF,2,179,,1042,-11,0.008,34.0,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,2024-07-02
579,180,NEW,Chris Norman & Suzi Quatro - Stumblin' In,41,85,,1036,1036,0.145,,,86.0,116.0,,46.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
580,181,+7,HYDE & MY FIRST STORY - Tokoshie,17,71,,1035,14,0.045,,,,,28.0,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
581,182,+20,ZERB & Sofiya Nzau - Mwaki,209,18,,1032,80,0.602,,,74.0,,,,,,,,186.0,,,,,25.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2024-07-02
582,183,-4,"Disclosure - Sheâs Gone, Dance On",13,35,,1032,-37,0.036,,45.0,,,,,,,,,,,,98.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
583,184,-54,JO1 - Believe in You,4,84,,1021,-294,0.006,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
584,185,+20,MY FIRST STORY & HYDE - MUGEN,39,53,,1019,70,0.075,,,,,40.0,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
585,186,NEW,Chris Stapleton - White Horse,298,28,,1018,422,0.657,83.0,,,138.0,,,,42.0,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
586,187,NEW,Adele - Easy On Me,428,1,(x53),1017,622,3.514,,,,,,,,197.0,,,,,,,,,,,,18.0,1.0,,,,,,,126.0,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,3.0,,,,141.0,2024-07-02
587,188,+2,Loreen - Tattoo,467,2,(x3),1014,-4,1.97,,,,,,,19.0,,,,62.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,2024-07-02
588,189,+14,Andy Grammer - Donât Give Up on Me,10,23,,1012,61,0.042,96.0,65.0,,,,,,99.0,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
589,190,-15,Keith Urban & Lainey Wilson - GO HOME W U,18,27,,1004,-97,0.039,91.0,,,50.0,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
590,191,+22,Mrs. Green Apple - Ao To Natsu,81,126,,1002,93,0.334,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
591,192,=,NewJeans - Right Now,12,28,,1000,2,0.028,,,,,46.0,,,,,,,,,,,,,141.0,,,,,,,40.0,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,177.0,2024-07-02
592,193,NEW,Chris Stapleton - Tennessee Whiskey,951,8,,997,315,3.003,107.0,,,114.0,,,,56.0,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
593,194,-85,Lee Young Ji - Small girl,12,32,,994,-506,0.03,,,,,,,,,,,,,,,,,,28.0,,,,,,,14.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
594,195,-9,Pitbull - Timber,505,1,(x21),992,-47,6.889,,,,,,147.0,,,,,,,,132.0,155.0,,,,,188.0,,,27.0,134.0,,,,,119.0,132.0,,116.0,,,,6.0,20.0,25.0,,9.0,,,117.0,,7.0,51.0,42.0,35.0,,,,,19.0,,,,28.0,,,,2024-07-02
595,196,NEW,Yuiko Ohara - ããããã¹ã®å,1,196,,984,984,0.001,,,,,48.0,,,,,,,,,,,,,,60.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
596,197,NEW,Tinashe - Nasty,16,60,,983,475,0.036,111.0,,,148.0,,,,,,,,59.0,,,,,,55.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
597,198,NEW,Tones And I - Down Under,29,105,,983,983,0.057,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
598,199,-5,milet - hanataba,78,56,,983,0,0.11,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02
599,200,NEW,Ed Sheeran - Photograph,1719,5,,977,543,6.909,,,,,,,,,,,,154.0,,,30.0,,,,,,,86.0,84.0,,,,,78.0,,,96.0,132.0,,63.0,,52.0,51.0,,,,,106.0,,,,,,,,,,,74.0,,51.0,,,,,155.0,2024-07-02
