,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,US,UK,DE,AU,JP,AT,BE,CA,CH,ES,FR,ID,IN,IT,MX,NL,RU,TH,TR,ZA,AE,BR,CO,DK,HK,IE,LU,MY,NO,NZ,PH,PL,SE,SG,TW,AR,CL,CR,CZ,EC,EE,EG,FI,GR,GT,HU,IL,KE,KZ,LB,LT,NG,PE,PT,RO,SA,SI,SK,UA,VN,DATE
0,1,=,Imagine Dragons - LOOM,4,1,(x3),14730,-4183,0.06,1.0,2.0,2.0,3.0,194.0,1.0,4.0,1.0,1.0,1.0,1.0,,,2.0,3.0,1.0,,,,,,2.0,,,4.0,,,,,,,120.0,,,6.0,,,,1.0,,23.0,65.0,,,,46.0,,,,,12.0,,,,45.0,,26.0,13.0,20.0,,2024-06-30
1,2,+5,Coldplay - Ghost Stories,3773,1,(x132),12768,3862,28.364,,13.0,,51.0,,26.0,24.0,,55.0,18.0,29.0,,13.0,45.0,21.0,14.0,35.0,59.0,88.0,10.0,36.0,6.0,8.0,15.0,16.0,24.0,7.0,9.0,12.0,18.0,13.0,13.0,19.0,4.0,18.0,5.0,6.0,3.0,7.0,9.0,6.0,2.0,32.0,16.0,4.0,17.0,6.0,9.0,12.0,2.0,5.0,26.0,9.0,2.0,10.0,15.0,8.0,6.0,5.0,,2024-06-30
2,3,+2,Adele - 25,3174,1,(x296),11370,1863,33.095,,,107.0,119.0,,17.0,21.0,,52.0,16.0,145.0,5.0,11.0,44.0,,12.0,29.0,19.0,80.0,8.0,35.0,,,8.0,11.0,11.0,5.0,7.0,5.0,5.0,2.0,8.0,3.0,2.0,14.0,,,,4.0,,1.0,1.0,6.0,7.0,,2.0,1.0,1.0,6.0,1.0,4.0,1.0,,,2.0,1.0,1.0,3.0,3.0,7.0,2024-06-30
3,4,+5,Coldplay - A Head Full of Dreams,3160,1,(x6),11062,3050,23.245,,23.0,,145.0,,31.0,27.0,,57.0,20.0,161.0,6.0,16.0,43.0,25.0,18.0,67.0,87.0,102.0,15.0,39.0,26.0,26.0,26.0,31.0,4.0,8.0,20.0,30.0,31.0,20.0,23.0,37.0,7.0,19.0,6.0,12.0,9.0,12.0,27.0,12.0,3.0,56.0,,15.0,20.0,5.0,16.0,13.0,9.0,9.0,57.0,8.0,5.0,7.0,26.0,10.0,7.0,9.0,,2024-06-30
4,5,+3,Daft Punk - Random Access Memories,4116,1,(x122),10597,2006,29.786,,,,124.0,,22.0,22.0,,53.0,24.0,130.0,27.0,26.0,,8.0,16.0,30.0,41.0,82.0,37.0,41.0,10.0,3.0,13.0,15.0,19.0,6.0,17.0,17.0,15.0,27.0,11.0,11.0,11.0,39.0,2.0,2.0,4.0,8.0,1.0,5.0,12.0,22.0,6.0,2.0,3.0,7.0,23.0,2.0,4.0,6.0,,3.0,4.0,5.0,6.0,4.0,5.0,2.0,182.0,2024-06-30
5,6,+4,Adele - 21,4871,1,(x467),8035,515,45.27,,,,,,,,,51.0,15.0,,16.0,25.0,41.0,,11.0,28.0,50.0,84.0,12.0,47.0,,,7.0,,,4.0,12.0,4.0,,11.0,9.0,4.0,3.0,,,,,5.0,,2.0,,5.0,3.0,,1.0,4.0,5.0,3.0,30.0,3.0,14.0,,1.0,3.0,16.0,3.0,4.0,7.0,15.0,2024-06-30
6,7,+5,Ed Sheeran - Ã·,2678,1,(x100),8030,1617,22.851,,,,122.0,,20.0,25.0,,54.0,54.0,166.0,22.0,38.0,57.0,,21.0,97.0,18.0,,9.0,37.0,,,47.0,21.0,15.0,9.0,19.0,,9.0,5.0,20.0,,5.0,27.0,90.0,97.0,,14.0,,25.0,37.0,,,,31.0,,7.0,11.0,17.0,56.0,87.0,54.0,21.0,17.0,,9.0,10.0,,25.0,2024-06-30
7,8,-2,Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,73,1,(x17),7925,-1080,0.914,4.0,14.0,16.0,6.0,,,9.0,9.0,,,,,,,,4.0,,,,,,,,,,1.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,2024-06-30
8,9,+7,Bruno Mars - Unorthodox Jukebox,4169,1,(x3),7589,1396,22.473,,,,127.0,,65.0,30.0,,68.0,26.0,143.0,20.0,116.0,106.0,12.0,22.0,,45.0,146.0,,49.0,14.0,6.0,32.0,13.0,33.0,11.0,8.0,46.0,12.0,9.0,60.0,74.0,9.0,34.0,15.0,5.0,8.0,35.0,5.0,,,69.0,,12.0,36.0,,12.0,59.0,26.0,,50.0,5.0,14.0,51.0,,,26.0,,,2024-06-30
9,10,-7,The Warning - Keep Me Fed,4,3,(x2),7541,-2995,0.038,7.0,69.0,7.0,41.0,193.0,5.0,,3.0,15.0,,21.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
10,11,-7,Johnny Cash - Songwriter,4,4,,7197,-2373,0.029,10.0,31.0,4.0,43.0,,,5.0,6.0,,,24.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
11,12,+6,BeyoncÃ© - BEYONCÃ,3768,1,(x55),7094,1265,17.847,,,,128.0,,,39.0,,80.0,47.0,151.0,65.0,111.0,,63.0,15.0,44.0,,113.0,16.0,38.0,12.0,34.0,17.0,48.0,22.0,,29.0,15.0,10.0,23.0,14.0,6.0,17.0,,54.0,64.0,21.0,27.0,,9.0,28.0,35.0,18.0,50.0,34.0,3.0,2.0,1.0,3.0,10.0,85.0,38.0,11.0,8.0,23.0,12.0,9.0,12.0,,2024-06-30
12,13,+2,Ed Sheeran - x,3733,1,(x34),7088,895,23.796,,,,121.0,,23.0,101.0,,58.0,,152.0,14.0,,80.0,55.0,32.0,,51.0,,11.0,42.0,,29.0,18.0,38.0,12.0,14.0,15.0,42.0,7.0,6.0,24.0,52.0,6.0,,34.0,17.0,30.0,25.0,21.0,14.0,43.0,60.0,,23.0,,38.0,22.0,,12.0,27.0,27.0,16.0,6.0,24.0,,30.0,16.0,,,2024-06-30
13,14,+3,London Philharmonic Orchestra & David Parry - The 50 Greatest Pieces of Classical Music,3046,3,(x1),6966,1051,13.001,,,52.0,18.0,,21.0,55.0,,60.0,,,62.0,,56.0,24.0,19.0,7.0,,90.0,47.0,,,,,12.0,60.0,21.0,59.0,,,87.0,90.0,31.0,22.0,,,,,33.0,,,,29.0,,,,36.0,,38.0,,,,,,29.0,,,,23.0,,2024-06-30
14,15,-13,"Camila Cabello - C,XOXO",4,2,(x2),6952,-5507,0.041,13.0,45.0,36.0,29.0,45.0,,,5.0,,,23.0,,,,2.0,,,,,,,1.0,,,,,,,,,69.0,,,,,,,,,,,,,,25.0,,,,,11.0,,,117.0,,,21.0,,,,,2024-06-30
15,16,+6,One Direction - Midnight Memories,3696,1,(x17),6628,1345,16.229,,,,132.0,,57.0,64.0,,,115.0,,21.0,34.0,103.0,11.0,44.0,,158.0,185.0,18.0,43.0,23.0,11.0,23.0,57.0,23.0,,23.0,21.0,21.0,12.0,,23.0,15.0,,10.0,16.0,14.0,,6.0,,8.0,51.0,23.0,5.0,,21.0,43.0,23.0,5.0,,113.0,14.0,,62.0,4.0,46.0,,,,2024-06-30
16,17,+3,"Nickelback - The Best of Nickelback, Vol. 1",1265,12,,6240,781,3.895,9.0,37.0,,1.0,,,,2.0,,,,,,,,,10.0,,,23.0,,71.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,48.0,,30.0,,,,,,,,14.0,,2024-06-30
17,18,+6,One Direction - FOUR,3096,1,(x25),5794,1071,12.506,,,,146.0,,48.0,104.0,,,,,15.0,42.0,93.0,15.0,55.0,,,,26.0,51.0,21.0,18.0,36.0,90.0,38.0,,27.0,39.0,34.0,15.0,,25.0,14.0,,16.0,29.0,28.0,,12.0,38.0,10.0,46.0,27.0,18.0,,33.0,,56.0,7.0,,,12.0,32.0,55.0,20.0,43.0,,,,2024-06-30
18,19,+10,Michael BublÃ© - Christmas,3132,1,(x136),5512,988,20.023,,,,125.0,,27.0,60.0,,82.0,84.0,,19.0,,64.0,64.0,56.0,,,,14.0,50.0,,101.0,78.0,59.0,53.0,12.0,36.0,51.0,11.0,16.0,37.0,,10.0,,,34.0,,,48.0,27.0,108.0,109.0,,10.0,5.0,,,,15.0,,,29.0,25.0,40.0,,25.0,21.0,,130.0,2024-06-30
19,20,+7,One Direction - Made In the A.M.,2765,1,(x10),5402,820,11.419,,,,150.0,,42.0,99.0,,,,,8.0,28.0,84.0,19.0,,,115.0,,19.0,40.0,74.0,61.0,84.0,80.0,46.0,,35.0,76.0,47.0,4.0,,47.0,12.0,,28.0,85.0,37.0,,25.0,37.0,20.0,40.0,19.0,30.0,,23.0,,,6.0,48.0,,20.0,,26.0,14.0,7.0,,,,2024-06-30
20,21,-10,Megan Thee Stallion - MEGAN,3,5,,5303,-1838,0.022,2.0,124.0,188.0,15.0,73.0,,,10.0,,,52.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,11.0,,,,,,,,,,2024-06-30
21,22,+11,P!nk - The Truth About Love,3149,1,(x2),5299,1293,13.487,,,,123.0,,24.0,63.0,,59.0,43.0,163.0,106.0,,108.0,115.0,34.0,84.0,,,21.0,,66.0,50.0,71.0,66.0,40.0,13.0,67.0,26.0,19.0,38.0,58.0,55.0,19.0,,74.0,105.0,,13.0,,20.0,,39.0,,37.0,16.0,,,,,20.0,,30.0,,13.0,,23.0,28.0,,,2024-06-30
22,23,+2,Luke Combs - Fathers & Sons,18,7,,4926,263,0.11,5.0,22.0,199.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
23,24,+8,"Shaboozey - Where I've Been, Isn't Where I'm Going",32,5,,4912,736,0.172,11.0,29.0,91.0,26.0,,6.0,,21.0,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
24,25,+12,Michael Jackson - Number Ones,3561,1,(x1),4907,1118,12.745,,,,138.0,,61.0,,,,31.0,,59.0,98.0,,114.0,,8.0,,,54.0,46.0,54.0,17.0,90.0,42.0,51.0,,30.0,,24.0,39.0,22.0,,35.0,,30.0,14.0,10.0,22.0,26.0,24.0,34.0,,,39.0,15.0,26.0,8.0,9.0,16.0,28.0,37.0,23.0,,20.0,24.0,29.0,18.0,16.0,,2024-06-30
25,26,=,Taylor Swift - Lover,1171,1,(x10),4770,179,5.758,21.0,27.0,60.0,,165.0,,,24.0,,,,,,,,,,47.0,,,,,,,39.0,2.0,,16.0,,,8.0,,,31.0,,,,,,,,50.0,,,,,,,,25.0,,,121.0,,,22.0,,,,6.0,2024-06-30
26,27,+9,Michael BublÃ© - To Be Loved,3319,1,(x16),4706,828,11.572,,,,,,70.0,110.0,,,67.0,,10.0,,,28.0,46.0,,77.0,,17.0,52.0,29.0,48.0,,100.0,56.0,,14.0,,62.0,26.0,44.0,,26.0,,11.0,7.0,,,,30.0,45.0,126.0,,32.0,26.0,,,,18.0,43.0,,27.0,13.0,47.0,,24.0,,,,2024-06-30
27,28,+3,Chappell Roan - The Rise and Fall of a Midwest Princess,61,28,,4592,201,0.166,3.0,59.0,,4.0,,,,7.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
28,29,-8,Bon Jovi - Forever,25,1,(x9),4572,-735,0.25,69.0,70.0,22.0,10.0,40.0,,,139.0,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
29,30,=,Teddy Swims - I've Tried Everything But Therapy,286,2,(x3),4343,-97,1.623,33.0,18.0,79.0,7.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
30,31,+8,David Guetta - Listen,2968,1,(x8),4298,735,10.462,,,,,,46.0,48.0,,,55.0,,57.0,33.0,123.0,67.0,,43.0,,92.0,30.0,44.0,24.0,31.0,,,,22.0,120.0,,,,77.0,,,,14.0,42.0,,43.0,31.0,,17.0,,,,29.0,22.0,,22.0,13.0,,,31.0,,56.0,11.0,,35.0,18.0,,2024-06-30
31,32,-9,Red Velvet - Cosmic - EP,7,1,(x3),4284,-536,0.084,92.0,,,79.0,24.0,,,68.0,,,97.0,23.0,,,,,,2.0,97.0,,,,,,46.0,,,33.0,,,1.0,,,,37.0,,,,,,,105.0,,,,,,,,,,,,,92.0,,,,,2.0,2024-06-30
32,33,+14,"Jax - Dear Joe,",3,33,,4152,1071,0.011,12.0,,28.0,8.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
33,34,-21,Billie Eilish - HIT ME HARD AND SOFT,46,1,(x13),4118,-2190,0.589,22.0,44.0,73.0,39.0,39.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,187.0,2024-06-30
34,35,+10,Whitney Houston - The Ultimate Collection,2702,2,(x4),4028,908,9.537,,,102.0,,,29.0,58.0,,75.0,74.0,,69.0,,81.0,,52.0,,150.0,,,,77.0,,21.0,74.0,37.0,,31.0,23.0,36.0,44.0,38.0,45.0,,53.0,32.0,28.0,31.0,,,,57.0,73.0,,,33.0,,4.0,,,,4.0,84.0,,79.0,,,39.0,,,2024-06-30
35,36,+4,Various Artists - Bridgerton Season Three,46,1,(x1),4007,445,0.324,29.0,67.0,81.0,11.0,,,,28.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
36,37,+16,Fleetwood Mac - Greatest Hits,2682,4,,3985,1281,7.997,42.0,,,16.0,,,37.0,32.0,,,,,,,,41.0,,,,31.0,,,,,,44.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,2024-06-30
37,38,+11,"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya - The Greatest Showman",1195,13,,3553,530,3.936,179.0,152.0,112.0,126.0,,69.0,,,,,,12.0,,,99.0,,,,,29.0,56.0,,,,23.0,25.0,,21.0,,39.0,19.0,,,8.0,26.0,,,,,,,36.0,,,,,,,,,,,,,,,,,,51.0,2024-06-30
38,39,+4,P!nk - Greatest Hits...So Far,3624,4,,3484,206,12.04,,61.0,,135.0,,59.0,,,,,,,,,,23.0,,,,71.0,,,,14.0,,26.0,10.0,,10.0,13.0,,46.0,27.0,,,,,,19.0,,42.0,,28.0,,,13.0,,,,,32.0,,95.0,,14.0,,11.0,23.0,,,2024-06-30
39,40,-5,CÃ©line Dion - My Love - Essential Collection,1614,28,,3327,-582,5.094,99.0,33.0,57.0,,,,,65.0,,,,,,,,,,110.0,,,58.0,,,,69.0,,,10.0,,,32.0,,,25.0,16.0,,,,,,,24.0,,,,,,20.0,52.0,14.0,,11.0,,,,13.0,,,,32.0,2024-06-30
40,41,+15,Taylor Swift - 1989,3452,1,(x43),3269,655,20.88,39.0,65.0,,37.0,,,,19.0,,,51.0,,,,,,,,,,,,,,,3.0,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2024-06-30
41,42,+22,Lady Gaga & Bradley Cooper - A Star Is Born Soundtrack,1817,1,(x79),3061,997,9.036,,,,155.0,,38.0,89.0,,10.0,,,,,97.0,,,,,,44.0,,,,,28.0,48.0,24.0,109.0,,52.0,94.0,25.0,,,,,,,21.0,,32.0,,,31.0,,40.0,,,,,,,,16.0,32.0,,22.0,12.0,,38.0,2024-06-30
42,43,-29,Wilco - Hot Sun Cool Shroud - EP,3,9,,3047,-3185,0.017,16.0,123.0,46.0,86.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
43,44,-6,CÃ©line Dion - I AM: CELINE DION,11,14,,2991,-614,0.051,76.0,79.0,11.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
44,45,+17,Muse - Drones,1207,1,(x32),2898,793,5.496,,,,,,75.0,33.0,,64.0,114.0,167.0,93.0,,98.0,57.0,51.0,37.0,,178.0,,,,90.0,,98.0,,23.0,96.0,,,,78.0,,,,80.0,,,,,,,98.0,,,,39.0,,,,,,,28.0,46.0,,,,6.0,,2024-06-30
45,46,+11,Various Artists - Furious 7,2545,1,(x37),2841,345,7.369,,,,,,63.0,,,,,,17.0,44.0,,89.0,,,42.0,145.0,,59.0,,,,52.0,,,18.0,,,59.0,95.0,,49.0,20.0,,,,,,,60.0,,,,,,,16.0,27.0,,75.0,75.0,,37.0,,,,,122.0,2024-06-30
46,47,-28,Dua Lipa - Radical Optimism,57,1,(x4),2816,-2746,0.401,72.0,4.0,97.0,,68.0,,,146.0,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,2024-06-30
47,48,+13,AC/DC - Rock or Bust,1378,1,(x13),2738,598,5.535,,,,,,35.0,88.0,,61.0,83.0,,,,114.0,,,48.0,,,,,84.0,,58.0,,,15.0,,33.0,,,32.0,14.0,,,46.0,,,31.0,,18.0,,42.0,,,27.0,,,,,,,65.0,,36.0,,34.0,33.0,8.0,,2024-06-30
48,49,-15,ABBA - ABBA Gold: Greatest Hits,1095,1,(x9),2729,-1223,7.131,56.0,62.0,118.0,,,,,35.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
49,50,+5,Verschiedene Interpret:innen - The Very Best of Jazz: 50 Unforgettable Tracks,25,36,,2660,28,0.066,,,,,,,,,,,,37.0,105.0,126.0,4.0,,31.0,99.0,86.0,,,,,,29.0,,,72.0,,,98.0,,,,44.0,,,,38.0,,,,,,,,,,28.0,,,,,,44.0,,,22.0,,,2024-06-30
50,51,+23,The xx - xx,1147,14,,2649,759,5.615,,,,,,52.0,31.0,,70.0,71.0,160.0,,,113.0,102.0,68.0,101.0,,,,,62.0,,46.0,,30.0,29.0,,,37.0,,67.0,,,,,,,,,,,131.0,,,,,,,,,,,3.0,,,,,,,2024-06-30
51,52,+6,Various Artists - 80s 100 Hits,2183,36,,2621,315,4.021,,,,,,,57.0,,106.0,28.0,,,,,,,,,112.0,24.0,,,,,,,18.0,,,,,10.0,,,,,,,10.0,,3.0,,133.0,14.0,,4.0,20.0,6.0,,,22.0,97.0,,9.0,4.0,,2.0,2.0,,,2024-06-30
52,53,-9,Benson Boone - Fireworks & Rollerblades,88,2,(x1),2620,-605,0.488,27.0,35.0,184.0,76.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
53,54,NEW,Coldplay - A Rush of Blood to the Head,322,8,,2544,2456,2.849,,6.0,144.0,,,,,111.0,16.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
54,55,-5,Nickelback - All the Right Reasons,26,50,,2490,-405,0.415,15.0,157.0,,54.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
55,56,+39,Eagles - The Complete Greatest Hits,1298,8,,2415,825,4.184,,49.0,,17.0,,,,,,,,,53.0,,,,,,,,,,,,,70.0,,,,22.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
56,57,-11,Nathaniel Rateliff & The Night Sweats - South of Here,4,12,,2406,-695,0.014,8.0,142.0,197.0,91.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
57,58,NEW,Imagine Dragons - Evolve,1170,1,(x7),2400,1629,6.528,50.0,,66.0,64.0,,,,57.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,2024-06-30
58,59,+4,Various Artists - Petty Country,9,34,,2389,304,0.029,18.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
59,60,+18,Pink Floyd - The Endless River,1868,1,(x5),2371,525,5.145,,,,,,,,,,,,,17.0,75.0,79.0,76.0,,,138.0,,,43.0,67.0,,,,28.0,,63.0,,,51.0,,,,25.0,38.0,36.0,,35.0,,7.0,,,,,29.0,,33.0,8.0,60.0,,72.0,22.0,25.0,,48.0,,26.0,,2024-06-30
60,61,-33,NOTHING MORE - CARNAL,4,10,,2341,-2221,0.016,6.0,,171.0,85.0,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
61,62,+24,Taylor Swift - reputation,2330,1,(x21),2270,531,8.927,30.0,120.0,,24.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,2024-06-30
62,63,+10,Gracie Abrams - The Secret of Us,11,4,,2246,354,0.055,26.0,179.0,,82.0,152.0,,,39.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,2024-06-30
63,64,+2,Bob Marley & The Wailers - Legend â The Best Of Bob Marley & The Wailers,427,3,(x3),2239,238,1.323,41.0,127.0,56.0,,,,,91.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
64,65,+71,Nirvana - Nevermind,2158,1,(x1),2195,842,7.53,142.0,,123.0,9.0,96.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
65,66,+13,Sia - 1000 Forms of Fear,1712,2,(x3),2147,322,7.452,,,,,,,85.0,,89.0,81.0,,,,,,,42.0,,130.0,45.0,60.0,,,,124.0,50.0,,111.0,,,,34.0,,,,100.0,92.0,,34.0,,40.0,102.0,88.0,,,,10.0,,20.0,24.0,,30.0,114.0,,33.0,,,29.0,22.0,,2024-06-30
66,67,-7,Various Artists - The Dome Summer 2024,24,45,,2123,-110,0.043,,,3.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
67,68,+14,David Guetta - Nothing But the Beat Ultimate,3843,1,(x7),2119,342,17.563,,197.0,,,,,,,,,,38.0,,,75.0,,,,95.0,67.0,,13.0,24.0,,,,,,,,108.0,87.0,,,,20.0,25.0,33.0,,15.0,33.0,,,,,42.0,17.0,17.0,27.0,,53.0,,13.0,,39.0,,31.0,,41.0,,2024-06-30
68,69,+38,Michael Jackson - Michael Jackson's This Is It,693,39,,2111,581,3.895,,,,,,44.0,35.0,,63.0,73.0,,,,82.0,,,,,,,,,,56.0,,,19.0,,20.0,,,,33.0,,,,,,,,,,,28.0,,,,,,,,,101.0,,,,,,,,2024-06-30
69,70,+39,Arctic Monkeys - AM,3037,1,(x4),2093,580,9.746,,,,,,,29.0,,,122.0,,,,,,,45.0,,89.0,62.0,,,,67.0,,20.0,,,,,,27.0,,,,,,,,,,,,8.0,,39.0,2.0,,,,,,,8.0,16.0,,13.0,,,,2024-06-30
70,71,+64,Pierre Garnier - Chaque seconde,16,58,,2081,723,0.036,,,,,,,12.0,,7.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
71,72,NEW,SANTA - RECOMMENCE-MOI,27,51,,2065,1281,0.059,,,,,,,3.0,,21.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
72,73,-1,Creedence Clearwater Revival - Chronicle: The 20 Greatest Hits,1323,26,,2049,156,3.811,46.0,,136.0,21.0,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
73,74,+95,Rammstein - RAMMSTEIN,897,1,(x5),2045,874,2.945,,,53.0,,,43.0,105.0,109.0,97.0,,,,,,,,49.0,,,,,,,,,,26.0,,,,,70.0,,,,,,,,,29.0,,124.0,,,,,,39.0,,,,,,53.0,,,,4.0,,2024-06-30
74,75,-6,Calvin Harris - Motion,2061,1,(x6),2045,90,6.326,,,,,,,,,,,,44.0,108.0,,18.0,,,,184.0,64.0,,25.0,27.0,,,,,84.0,,,,,,,,35.0,19.0,,,43.0,,73.0,,,43.0,,,36.0,42.0,,,,26.0,,,,,,37.0,,2024-06-30
75,76,-11,Bruno Mars - 24K Magic,2113,1,(x9),2002,-35,7.918,,,,,,,92.0,,,101.0,,43.0,,,,,,56.0,,50.0,,,,,,,,48.0,,70.0,14.0,,,28.0,47.0,,,,,,,,,,,,,19.0,,,,,113.0,,,,,,,180.0,2024-06-30
76,77,-1,Fleetwood Mac - Rumours,1912,3,(x2),1999,141,6.064,113.0,153.0,,5.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
77,78,+50,Birdy - Birdy,1195,28,,1998,613,4.332,,,,,,49.0,28.0,,62.0,,147.0,,,,,25.0,,,,,,,,,,,20.0,,,43.0,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
78,79,-37,Kygo - KYGO,11,1,(x1),1997,-1318,0.076,,140.0,12.0,,81.0,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
79,80,+4,One Direction - Take Me Home,1639,1,(x11),1991,216,7.414,,,,,,,,,,,,97.0,118.0,,27.0,,,,,86.0,,,52.0,,,32.0,,41.0,,35.0,24.0,,,40.0,,40.0,77.0,,,23.0,,54.0,,,33.0,,,,,21.0,,,63.0,,,,,,,,2024-06-30
80,81,+32,Depeche Mode - Delta Machine,879,2,(x9),1991,504,5.094,,,,,,,75.0,,92.0,,,,,89.0,,,32.0,,190.0,,,,88.0,41.0,,,,,,,,19.0,32.0,,,45.0,115.0,,17.0,,19.0,,122.0,,,7.0,37.0,,,,13.0,,,,15.0,,,8.0,21.0,,2024-06-30
81,82,NEW,Neil Diamond - All-Time Greatest Hits,982,4,,1964,1326,3.625,67.0,,,34.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
82,83,+17,Ed Sheeran - +,2520,6,,1956,392,9.196,,,,120.0,,,,,,,,109.0,,,,65.0,,,,43.0,,,,59.0,135.0,18.0,,80.0,80.0,6.0,37.0,,,48.0,,,86.0,,,,,,,,,,,42.0,,,,,56.0,,,,,,,,2024-06-30
83,84,-43,Neil Young & Crazy Horse - Early Daze,4,23,,1910,-1589,0.012,77.0,144.0,89.0,47.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
84,85,+165,NewJeans - NewJeans 2nd EP 'Get Up',94,3,(x3),1907,1037,0.423,,,,,17.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,2024-06-30
85,86,NEW,Pink Floyd - The Dark Side of the Moon,1832,2,(x1),1899,1421,6.224,84.0,155.0,55.0,,,,,,,,,,,9.0,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
